0,1
117.190002,172.289993
118.57,176.779999
117.199997,176.979996
120.309998,185.860001
121.57,193.529999
121.440002,191.410004
120.199997,186.800003
120.839996,192.229996
120.900002,194.169998
123.540001,204.470001
123.379997,208.490005
123.269997,209.219986
121.571632,203.061493
118.55011,200.889053
114.215317,206.758575
115.360733,221.447327
113.97834,218.099014
113.948723,212.55835
118.135391,211.502045
123.220627,215.547913
124.859749,219.035751
125.610191,214.342117
129.559891,221.955551
128.384857,219.882782
127.476433,218.547455
128.908188,215.26889
132.364182,220.420914
143.294952,221.377563
139.355133,216.604233
139.078659,221.337723
137.271667,213.704346
140.895523,215.607712
145.388306,226.081161
146.523834,222.991943
147.155777,223.510132
149.407104,227.197281
151.293091,231.263092
151.816422,228.482788
151.075851,226.469803
149.30838,224.955093
149.594727,224.167831
149.703339,219.653595
147.037292,221.417435
148.143204,220.022293
149.446609,216.903198
149.249115,219.264954
147.18541,217.610718
146.691696,217.481171
146.079498,217.122421
146.464584,223.061691
147.076782,225.622772
144.72673,220.301346
144.647736,223.071671
143.818283,217.570862
143.620804,220.530533
144.548981,222.32428
144.815598,226.081161
143.8479,227.565979
144.637848,226.838531
144.094757,224.247559
145.684509,222.204681
144.74646,218.936096
144.845215,217.18222
144.203384,215.408401
143.541809,214.740738
143.413452,214.302261
144.134262,214.292297
144.667465,214.710846
144.223129,216.823471
143.512192,212.578293
142.100174,209.508987
141.557083,209.020691
140.915268,208.143753
142.662994,206.808411
142.949356,207.426254
143.492447,205.807602
143.609665,205.668579
142.652344,207.614929
144.283707,206.54245
139.653351,205.946625
140.180847,200.09761
141.577774,188.965622
142.124832,188.588272
141.792679,189.650818
143.316605,192.858353
143.228683,193.464111
142.994232,191.656769
142.329971,190.276443
142.964935,190.107635
145.788086,190.544571
141.177261,189.07486
140.171082,190.117554
142.095535,189.581314
142.52533,189.998398
143.062622,189.700485
141.58754,186.572403
141.362869,189.025208
141.050278,189.253616
139.184448,186.661789
138.158722,184.10965
136.341766,182.639954
136.625046,185.877258
136.46875,183.821686
136.800888,184.208969
134.300095,182.878296
135.863098,183.146408
135.579788,180.902145
138.012207,183.632996
137.98291,184.16925
139.330978,185.202011
140.571594,184.397644
141.138184,187.426422
142.02713,187.525711
141.841537,189.472076
142.964935,189.372772
143.472916,190.941772
143.189621,189.899094
142.759781,190.365814
141.997833,192.113571
141.362869,192.629944
140.376221,191.9646
139.731491,190.494904
138.666702,188.915985
138.041504,185.569427
139.321198,186.195038
137.953583,186.59227
