rf
0.023828656
0.023849254
0.023694784
0.023334466
0.023334466
0.023437398
0.023591819
0.023283005
0.023334466
0.023334466
0.023365344
0.023437398
0.023437398
0.023005171
0.023056615
0.023025748
0.023108062
0.023159512
0.022922868
0.023056615
0.023128641
0.023180092
0.023231547
0.022902294
0.022922868
0.022871433
0.022922868
0.022922868
0.022614306
0.022490913
0.022460068
0.022511478
0.02215168
0.021946153
0.021946153
0.02199753
0.02199753
0.02204891
0.021843409
0.021792041
0.021689317
0.021894779
0.021976979
0.021514714
0.021514714
0.021463367
0.021483905
0.021535253
0.021360683
0.021309347
0.021206682
0.021329881
0.021360683
0.021104031
0.021155355
0.021073238
0.021175885
0.020950078
0.020816676
0.020847459
0.021073238
0.02105271
0.020867982
0.020744853
0.020590967
0.020611484
0.020611484
0.020180749
0.020201255
0.020406343
0.020457624
0.020590967
0.020201255
0.020252522
0.020303793
0.020334557
0.020334557
0.019924467
0.019842473
0.019893718
0.02002697
0.02009873
0.019688758
0.019688758
0.019688758
0.019770736
0.019842473
0.019432631
0.019565807
0.019719499
0.019842473
0.019996217
0.019617034
0.019514583
0.019514583
0.019432631
0.019586297
0.019381415
0.019278993
0.019330202
0.019565807
0.019176583
0.019022994
0.019022994
0.019022994
0.019156103
0.018746605
0.018920617
0.019125384
0.019104905
0.019207305
0.019053709
0.019104905
0.019053709
0.019176583
0.019104905
0.018900143
0.019022994
0.019074187
0.019227786
0.01925851
0.018869433
0.018900143
0.018920617
0.019002517
0.018613563
0.018746605
0.018818252
0.018951328
0.019156103
0.01884896
0.018767075
0.01884896
0.018869433
0.018971804
0.018767075
0.018818252
0.01866473
0.01866473
0.018562398
0.018132744
0.018132744
0.018081609
0.01805093
0.018306624
0.017825986
0.017897553
0.01805093
0.018357772
0.018439617
0.018030478
0.017846433
0.018030478
0.017897553
0.017744204
0.017314981
0.017366067
0.01723325
0.017110668
0.017131097
0.016926831
0.016977893
0.016926831
0.01685535
0.017314981
0.017008531
0.016875772
0.017131097
0.017519344
0.01723325
0.017059598
0.017008531
0.017284331
0.017774871
0.017468249
0.017570443
0.017519344
0.017366067
0.017080026
0.016600112
0.016518452
0.016518452
0.01667157
0.016600112
0.01641639
0.016212303
0.016059271
0.016344953
0.016518452
0.016242912
0.016212303
0.016212303
0.016242912
0.01588587
0.015855274
0.015753295
0.015651328
0.015855274
0.015498402
0.015396467
0.015294545
0.015294545
0.01501942
0.014713835
0.014632365
0.014662915
0.014428726
0.014377824
0.013868981
0.01400125
0.014052128
0.014225138
0.014255673
0.014021601
0.014153894
0.014174249
0.01427603
0.01407248
0.014225138
0.014153894
0.01407248
0.01427603
0.013919851
0.013818115
0.013818115
0.013818115
0.013899503
0.013665534
0.013818115
0.014204782
0.013136808
0.013085988
0.013309623
0.01361468
0.013645192
0.013258791
0.012953868
0.012933544
0.012831931
0.013207963
0.012730331
0.012628744
0.012699854
0.012730331
0.012933544
0.012547483
0.012445918
0.012476386
0.012679536
0.01275065
0.012324058
0.012496699
0.01275065
0.012882736
0.012496699
0.012496699
0.012395141
0.012395141
0.012496699
0.011938287
0.012090543
0.012120997
0.012039788
0.011968736
0.011664298
0.011562844
0.011461403
0.011461403
0.011309265
0.010822617
0.010802346
0.010873296
0.010903704
0.011055766
0.010771941
0.010822617
0.010721268
0.010751671
0.010802346
0.010619933
0.01056927
0.010599667
0.010751671
0.010619933
0.01051861
0.010498347
0.010498347
0.010498347
0.0104173
0.010194462
0.01034639
0.010366649
0.010447691
0.010498347
0.010042562
0.010093192
0.010143825
0.010265358
0.010245101
0.010062814
0.01016408
0.01034639
0.010245101
0.010245101
0.010265358
0.010265358
0.010295744
0.010447691
0.009890691
0.009910939
0.009840074
0.010042562
0.01016408
0.010113445
0.010012186
0.010042562
0.00986032
0.010012186
0.009708484
0.009941312
0.009840074
0.009910939
0.010143825
0.010093192
0.010194462
0.010245101
0.010316002
0.010366649
0.010397039
0.010599667
0.010650332
0.01056927
0.010650332
0.010599667
0.010599667
0.010853024
0.011025351
0.011512122
0.011583134
0.011461403
0.011207856
0.010923978
0.010467953
0.010265358
0.010143825
0.010194462
0.010295744
0.010397039
0.010194462
0.010143825
0.010143825
0.010265358
0.010062814
0.009991935
0.010093192
0.009910939
0.009961561
0.00938466
0.00938466
0.00938466
0.009738849
0.009991935
0.009910939
0.009910939
0.009991935
0.009890691
0.009890691
0.00978946
0.00986032
0.00978946
0.00978946
0.009637636
0.009536436
0.009587035
0.009536436
0.009556675
0.009151993
0.009151993
0.009131764
0.009101422
0.009182337
0.008828393
0.008929504
0.008980064
0.008798062
0.008949727
0.00867675
0.008595885
0.008646425
0.008798062
0.008949727
0.008747513
0.008727294
0.008595885
0.008525135
0.008474603
0.007888666
0.007838174
0.007888666
0.008070463
0.008120969
0.007737199
0.007666525
0.007737199
0.007888666
0.008090665
0.007939161
0.007939161
0.007969459
0.008040161
0.007918962
0.00801996
0.007918962
0.007838174
0.007838174
0.007434352
0.007414166
0.007616047
0.007585761
0.00776749
0.007616047
0.0075151
0.0075151
0.0075151
0.007565572
0.007131618
0.00711144
0.00711144
0.007182066
0.007565572
0.007313245
0.007282971
0.007161887
0.00711144
0.007383889
0.007081174
0.006859255
0.006476086
0.006173712
0.00524714
0.004915043
0.004995539
0.004995539
0.005116298
0.005065979
0.00509617
0.00509617
0.005216944
0.005367937
0.00524714
0.00524714
0.00529747
0.005267272
0.005267272
