0,1,2
85.321289,32.022808,169.423676
85.39402,33.349701,170.513947
85.884949,32.845112,170.344772
86.20314,32.751667,170.22261
86.475876,32.770355,170.495178
86.32132,32.891827,170.025223
86.257698,32.714294,168.436813
86.32132,32.64888,168.389816
85.357651,32.125599,167.30896
85.039459,31.770519,166.472458
84.512161,31.022976,164.357727
85.539474,30.808064,164.63028
84.566719,30.537071,165.072021
85.312202,30.602482,164.987411
85.221298,30.649206,164.592667
84.057617,29.836254,161.209091
82.64846,29.144777,159.395096
80.78476,28.705599,157.139404
81.266602,29.481171,158.953354
83.457596,30.82675,163.643402
82.884842,30.172649,160.936523
83.212135,30.20068,161.068115
82.839394,30.060514,160.936523
82.475746,29.677402,158.78421
82.930298,29.61199,159.714661
81.966637,29.537239,157.712708
82.212082,30.032482,157.534134
82.357544,30.060514,157.083008
81.802986,29.939039,158.427017
82.430275,29.845598,159.902649
82.539368,29.798872,161.115082
82.466644,29.789534,160.635757
81.221138,29.602646,159.855667
80.339294,29.546583,158.257858
80.484749,29.677402,157.938293
81.130226,29.58396,158.549225
80.930229,29.518547,158.201462
81.830254,29.499859,158.737198
81.639343,29.425106,158.755981
82.057533,29.331661,159.771088
81.521156,29.023302,158.492844
81.457512,28.247726,156.124313
81.584793,28.172974,155.090424
81.921165,27.687069,155.184448
81.230232,28.023466,156.791656
81.393875,28.01412,156.678833
81.430244,28.397236,158.303436
80.602951,27.948713,157.155014
81.521156,27.80855,158.863632
80.739304,28.088875,158.508835
81.130226,28.163628,158.966309
79.850037,27.845924,157.341766
79.795937,28.070187,157.687195
79.372215,27.939365,156.64151
79.282051,27.892643,156.071991
79.435333,28.126257,156.828247
80.354889,28.357861,157.173706
79.696762,28.052139,156.277359
79.36319,28.821074,155.922592
79.750854,29.413984,156.632172
79.002586,29.089733,155.156967
78.732117,29.080469,157.211044
78.91243,29.312077,157.472488
78.245285,29.617796,157.472488
78.254303,29.64559,157.733887
77.722389,29.275023,158.39679
77.334709,29.321339,158.303436
76.604469,29.145317,157.584488
77.019173,29.460304,157.00563
76.478249,29.766027,157.40712
76.045509,29.51589,156.884232
75.116905,29.339867,155.53978
75.017731,29.302813,155.577133
74.260437,29.228697,156.071991
75.107887,29.719709,155.745209
74.116196,29.552948,154.811478
74.972656,29.64559,155.362366
74.792351,30.062485,156.417419
75.360321,29.969839,155.577133
76.198761,30.30335,155.689163
76.207779,29.997633,153.485718
75.928299,29.552948,155.250351
75.711945,29.53442,153.551086
75.50457,29.64559,153.373672
75.83815,29.942045,153.971222
75.387383,29.960573,153.905838
75.910263,30.275555,154.363358
75.820107,29.627062,152.888168
74.71122,29.358398,152.08519
74.66613,29.321339,151.637054
74.296509,29.117529,151.076843
74.09816,29.423248,151.142212
74.089142,28.950771,149.284195
74.287491,28.59873,149.470917
74.494843,28.311541,149.573639
76.144661,28.663578,149.919083
74.188309,28.376389,149.452255
74.287491,28.330067,148.808014
74.557945,28.293013,148.836029
73.277748,28.135521,149.004089
72.25901,27.412909,146.464554
73.701469,27.607456,147.771667
73.935883,27.440701,148.443878
73.494133,27.042339,146.791321
73.232666,26.681032,145.810959
74.278473,27.190565,147.239456
74.377647,26.597649,146.072372
74.332558,27.255415,146.380493
73.926865,27.301735,146.23111
73.223663,26.662506,145.213425
73.052361,26.532804,143.747559
71.763153,26.143703,140.675766
71.537773,26.152966,142.337708
72.1959,26.690294,143.439453
72.511436,26.699558,142.660767
71.546516,26.903378,142.262177
71.323166,27.579664,142.23439
70.11702,27.181301,141.381592
66.641541,27.366585,137.071121
68.160393,28.303293,137.868362
69.554161,28.486963,139.972595
68.785797,27.522703,136.561325
67.266953,27.375769,134.920593
68.526695,27.495155,134.206802
66.096558,27.182915,127.523369
68.410545,27.485971,129.330963
66.203766,27.23802,127.699471
65.381805,27.173738,126.957886
68.258659,27.366585,128.283478
69.31292,27.329853,128.561569
70.688828,30.066513,130.869705
67.588585,29.304291,128.589355
67.186554,30.01141,130.573105
65.837448,29.442039,130.202332
66.730896,28.936951,130.230118
68.106796,29.24,130.675064
69.214653,30.378748,133.937988
69.795372,31.067505,136.691101
69.205704,31.214441,136.097855
69.643501,31.636873,139.63887
69.786453,32.132782,140.816116
70.724571,32.546032,141.724518
70.349327,32.077679,140.176514
70.876442,32.1236,140.148682
71.644798,32.14196,140.12088
69.375465,31.894018,138.090836
69.027031,31.444025,136.70961
69.044891,31.10424,136.190536
69.652428,32.059311,137.979599
70.71563,32.417461,138.999268
70.965782,32.307262,137.312164
67.928101,31.655241,146.118393
66.41819,31.471573,143.522842
67.624329,31.930744,146.016403
67.570724,31.967485,144.653748
66.677284,31.912382,145.339722
68.616051,32.132782,146.22963
70.456535,32.086861,146.665283
70.054474,31.260363,143.105728
71.073013,31.98584,144.32933
73.163651,32.224617,145.441696
72.95816,31.930744,145.145096
72.573975,31.646057,146.452087
72.591858,31.636873,146.118393
73.154724,31.554222,146.22963
71.725204,31.664421,147.063904
71.287437,31.829727,147.34198
71.743095,31.499123,146.813599
72.136192,30.452213,145.895905
71.439316,29.974678,144.612045
72.279137,29.478771,145.698761
69.777512,29.487957,143.341187
70.947922,29.754272,143.939774
72.922401,30.176714,146.472321
73.574615,30.498127,145.127762
73.217247,30.626698,145.017258
74.816505,31.076691,146.66571
75.117645,31.223623,146.417053
76.153938,31.36137,146.343399
76.924515,31.287909,146.19603
75.533928,31.105524,147.273483
73.28421,30.877542,144.777847
72.832497,31.032572,145.14621
72.876785,31.652678,145.579041
71.822777,31.433813,144.33577
71.937927,31.543247,144.160828
73.496796,31.825932,143.470139
73.417076,31.369982,143.663498
71.043358,30.430704,137.972214
71.592484,30.494534,137.31839
71.734207,30.631327,136.296158
73.053925,30.129766,136.940781
72.168213,29.865311,137.392059
70.999084,29.91091,136.590851
70.113358,29.217852,137.31839
70.23735,29.372881,138.193237
70.201927,29.30904,138.045914
70.883942,29.655573,137.659119
70.148766,29.473188,135.872528
68.988487,28.944279,134.26091
68.031898,28.460958,134.749008
67.208191,27.82262,131.875763
65.596191,27.357542,129.665543
65.853043,27.485205,130.558807
64.630768,26.66448,130.356216
64.303047,26.226763,127.436882
64.861053,26.272356,128.523621
64.418213,25.971422,126.700172
64.037331,26.208523,126.773849
64.42704,26.144688,127.105377
65.002769,26.591528,128.965607
64.373901,26.46386,128.578842
65.950478,27.093082,131.645477
65.808762,27.147799,132.796692
64.53334,27.111322,132.24411
64.20562,26.80127,129.674744
64.382767,26.874228,130.089142
64.232178,26.691841,129.647095
63.771614,26.66448,129.720795
65.100189,26.901579,132.087524
64.179062,26.0079,128.781418
65.357048,26.518576,130.531189
64.861053,26.080854,130.070724
63.842484,25.369558,127.547409
66.64135,26.026146,130.899551
66.490753,25.91671,132.805862
66.295898,25.278364,132.520386
64.214493,24.895361,131.433716
60.857605,23.59132,126.755409
60.866463,23.937849,127.621101
63.886749,24.220543,130.8535
66.04792,25.105103,132.01387
67.518204,25.861996,134.334595
68.997345,26.363548,135.637695
69.767914,26.518576,136.48822
69.404778,26.46386,135.610245
69.661644,26.327074,134.805405
69.785622,26.865105,135.829742
68.634193,26.418264,135.793152
69.103638,27.029251,138.317337
67.418816,26.336187,136.168137
68.524475,26.454742,136.5065
67.717171,26.555054,138.106979
67.717171,26.345312,137.549118
68.498146,26.272959,137.29306
69.507294,26.182518,138.408798
72.841805,26.146343,138.619171
72.955879,26.23678,138.509415
72.376724,26.191559,138.198456
69.551163,25.639877,136.00354
70.147873,25.377598,136.570541
71.200867,25.865976,136.726028
71.771248,25.875023,142.131042
71.657173,25.974504,142.451111
71.744942,26.31818,143.694901
72.490807,26.652811,143.301666
72.754066,27.041702,143.740646
72.622444,26.85178,142.670609
72.929573,26.815601,143.383972
72.324081,26.887951,143.100464
72.14859,26.381487,141.710312
71.604515,26.164431,140.612869
71.929192,26.679945,139.661728
72.718964,27.041702,142.149307
72.420601,27.168324,141.829208
72.955879,27.638607,142.103607
72.280212,27.294933,142.35051
73.008537,27.511993,141.115891
72.675072,27.484863,140.795776
73.587677,28.054638,143.66748
73.649109,28.93191,142.597443
74.307243,28.85956,144.079041
74.649475,29.02235,146.18251
74.737221,29.176096,146.036194
74.772324,29.004261,145.368561
75.009254,29.284628,145.981308
74.351128,28.895733,143.539444
74.307243,28.61537,143.118759
73.464844,28.389267,142.551712
73.728088,28.32596,144.536301
74.667015,28.805292,146.20076
74.772324,28.77816,145.450897
74.219498,28.262655,143.566879
74.456421,28.307865,143.21022
73.956253,28.796251,143.658371
73.903595,29.221315,144.819839
74.544159,29.601171,146.475159
74.710915,30.089546,145.487427
74.702126,30.668369,145.395996
74.76355,31.165787,145.487427
74.684578,30.758808,147.124496
74.684578,30.487482,147.261688
74.895164,29.935797,145.953873
75.92186,30.252342,147.225113
76.527321,30.342781,148.21283
76.457138,30.179983,148.066498
76.334282,29.98102,148.244812
76.211433,30.216164,148.017639
76.650177,29.836313,148.408432
76.316727,29.81823,148.272095
75.95694,29.519768,146.599884
76.360619,29.167051,145.472992
76.150024,29.564991,145.318481
77.448715,29.664478,145.954636
76.238998,29.15801,144.146103
76.75248,29.139921,143.264557
77.118004,29.519768,143.509949
77.553154,30.017189,144.518738
77.326866,30.008215,143.300903
76.038826,29.227032,142.128555
76.473984,29.532326,142.655685
76.413055,29.649048,143.891663
75.72551,29.182135,143.573517
75.690689,28.805016,144.49147
76.18676,29.047451,145.100357
76.117149,29.361719,149.653473
75.612358,29.119278,149.044586
75.925667,29.388657,149.508087
75.655891,29.155203,146.963425
76.352127,29.51436,150.762253
76.656746,29.478449,151.262085
75.394798,28.275242,150.853119
74.272095,28.490742,150.716812
74.46357,28.670326,151.834595
73.671577,28.050764,151.5802
73.158096,28.113623,151.10759
74.628937,28.068726,151.053055
74.089333,27.871185,150.389603
73.366959,27.664665,147.95401
73.50621,27.664665,147.699554
73.976189,28.077702,149.907944
74.524475,28.24831,150.907639
72.740372,28.733179,148.59021
73.384384,27.009188,147.763184
73.85434,26.838583,147.863098
73.558449,27.646708,151.15303
74.350426,28.014853,150.980362
73.575844,28.113623,151.307526
73.462708,27.601809,150.553192
74.907433,27.736494,151.289337
