Date,IBM,AAPL
2010/2/9,23.788,37.62
2010/2/8,24.137,38.301
2010/2/5,24.552,39.314
2010/2/4,23.759,38.414
2010/2/3,22.306,37.07
2010/2/2,22.323,37.182
2010/2/1,23.062,38.188
2010/1/29,23.227,37.647
2010/1/28,23.397,37.213
2010/1/27,22.433,36.318
2010/1/26,22.296,35.989
2010/1/25,22.356,38.11
2010/1/22,21.85,37.788
2010/1/21,21.391,37.117
2010/1/20,20.812,36.471
2010/1/19,20.567,35.47
2010/1/15,20.996,36.614
2010/1/14,21.032,36.083
2010/1/13,21.085,36.401
2010/1/12,21.12,35.966
2010/1/11,22.34,36.012
2010/1/8,22.315,36.033
2010/1/7,22.64,37.071
2010/1/6,22.726,36.918
2010/1/5,23.318,38.004
2010/1/4,23.198,37.428
2009/12/31,23.275,37.458
2009/12/30,23.022,36.805
2009/12/29,23.058,36.5
2009/12/28,23.271,36.709
2009/12/24,23.132,36.531
2009/12/23,23.314,36.635
2009/12/22,23.509,37.163
2009/12/21,23.707,37.456
2009/12/18,24.248,38.099
2009/12/17,24.308,38.541
2009/12/16,24.181,38.157
2009/12/15,24.401,38.629
2009/12/14,24.211,39.117
2009/12/11,24.536,39.532
2009/12/10,24.662,39.314
2009/12/9,25.092,39.847
2009/12/8,25.313,40.046
2009/12/7,25.063,39.754
2009/12/4,25.301,40.246
2009/12/3,24.893,39.255
2009/12/2,24.861,39.517
2009/12/1,24.77,39.356
2009/11/30,25.175,39.825
2009/11/27,24.942,39.341
2009/11/25,24.099,38.074
2009/11/24,24.354,38.267
2009/11/23,24.904,38.326
2009/11/20,25.524,38.718
2009/11/19,25.831,39.088
2009/11/18,25.843,38.306
2009/11/17,25.885,38.179
2009/11/16,26.048,37.941
2009/11/13,26.194,37.889
2009/11/12,26.247,38.123
2009/11/11,26.258,37.853
2009/11/10,26.309,38.177
2009/11/9,26.229,38.057
2009/11/6,26.783,38.375
2009/11/5,26.871,38.187
2009/11/4,27.374,39.038
2009/11/3,27.728,40.105
2009/11/2,27.629,40.338
2009/10/30,27.526,40.778
2009/10/29,26.231,38.706
2009/10/28,26.691,38.825
2009/10/27,25.822,37.406
2009/10/26,25.633,37.086
2009/10/23,25.448,36.839
2009/10/22,25.021,36.764
2009/10/21,24.573,34.973
2009/10/20,24.533,34.447
2009/10/19,24.524,35.851
2009/10/16,24.847,37.044
2009/10/15,24.962,37.116
2009/10/14,24.95,37.16
2009/10/13,24.834,37.63
2009/10/12,25.037,37.724
2009/10/9,25.13,37.831
2009/10/8,25.621,38.111
2009/10/7,26.032,38.299
2009/10/6,26.331,38.857
2009/10/5,26.581,39.23
2009/10/2,26.418,39.329
2009/10/1,26.539,39.306
2009/9/30,26.188,38.754
2009/9/29,26.251,38.702
2009/9/28,26.169,38.942
2009/9/25,26.083,39.135
2009/9/24,25.81,38.682
2009/9/23,25.268,38.126
2009/9/22,25.33,38.024
2009/9/21,25.511,38.403
2009/9/18,25.622,38.082
2009/9/17,25.984,37.926
2009/9/16,25.673,37.729
2009/9/15,26.169,37.452
2009/9/14,26.329,37.554
2009/9/11,26.23,37.536
2009/9/10,26.668,37.576
2009/9/9,27.027,38.185
2009/9/8,27.218,38.917
2009/9/4,27.411,38.712
2009/9/3,28.055,40.271
2009/9/2,27.837,40.104
2009/9/1,27.754,39.487
2009/8/31,27.296,39.583
2009/8/28,27.049,38.538
2009/8/27,26.835,37.986
2009/8/26,26.687,37.733
2009/8/25,26.656,37.602
2009/8/24,26.646,38.044
2009/8/21,26.706,37.328
2009/8/20,27.182,38.167
2009/8/19,27.325,38.248
2009/8/18,27.56,37.932
2009/8/17,27.727,38.092
2009/8/14,27.262,37.052
2009/8/13,26.976,37.108
2009/8/12,26.868,37.047
2009/8/11,26.927,36.984
2009/8/10,27.175,36.796
2009/8/7,26.879,36.817
2009/8/6,27.177,37.209
2009/8/5,26.908,37.02
2009/8/4,26.827,37.081
2009/8/3,26.758,37.012
2009/7/31,26.568,36.466
2009/7/30,26.649,36.908
2009/7/29,26.822,37.458
2009/7/28,26.602,37.19
2009/7/27,26.538,37.471
2009/7/24,26.254,36.965
2009/7/23,26.127,36.498
2009/7/22,26.355,36.383
2009/7/21,26.139,37.037
2009/7/20,26.089,38.15
2009/7/17,26.194,38.333
2009/7/16,27.88,38.371
2009/7/15,27.961,38.373
2009/7/14,28.844,38.819
2009/7/13,29.191,38.876
2009/7/10,29.72,39.725
2009/7/9,29.398,40.227
2009/7/8,30.121,40.852
2009/7/7,29.59,40.546
2009/7/6,29.474,40.421
2009/7/2,28.964,39.532
2009/7/1,28.028,38.668
2009/6/30,28.494,38.349
2009/6/29,27.889,39.415
2009/6/26,28.801,40.103
2009/6/25,29.278,41.62
2009/6/24,30.171,42.32
2009/6/23,30.279,43.137
2009/6/22,30.075,43.081
2009/6/19,29.998,42.616
2009/6/18,30.254,43.227
2009/6/17,30.176,43.216
2009/6/16,29.554,42.949
2009/6/15,29.733,42.811
2009/6/12,29.33,42.59
2009/6/11,28.985,42.381
2009/6/10,29.69,42.041
2009/6/9,29.562,41.991
2009/6/8,30.413,43.537
2009/6/5,29.867,43.385
2009/6/4,30.072,43.055
2009/6/3,29.819,42.529
2009/6/2,29.396,41.794
2009/6/1,29.036,41.55
2009/5/29,29.762,41.624
2009/5/28,29.789,41.541
2009/5/27,29.922,41.535
2009/5/26,29.852,41.792
2009/5/22,30.362,41.826
2009/5/21,30.334,42.282
2009/5/20,30.106,41.02
2009/5/19,30.134,41.056
2009/5/18,30.924,41.208
2009/5/15,32.222,42.308
2009/5/14,32.671,42.951
2009/5/13,32.715,43.759
2009/5/12,32.231,43.868
2009/5/11,32.008,42.717
2009/5/8,32.737,43.005
2009/5/7,32.957,43.844
2009/5/6,32.477,42.537
2009/5/5,32.636,42.467
2009/5/4,32.623,42.348
2009/5/1,33.104,43.008
2009/4/30,33.146,43.15
2009/4/29,33.552,43.261
2009/4/28,34.739,44.279
2009/4/27,34.751,43.812
2009/4/24,34.441,43.568
2009/4/23,34.448,43.14
2009/4/22,34.224,44.573
2009/4/21,34.352,45.007
2009/4/20,36.264,46.452
2009/4/17,35.888,45.388
2009/4/16,37.172,46.812
2009/4/15,38.337,48.328
2009/4/14,37.915,48.423
2009/4/13,37.844,47.647
2009/4/9,36.94,48.045
2009/4/8,37.587,49.314
2009/4/7,38.112,49.072
2009/4/6,38.022,48.395
2009/4/3,37.323,48.049
2009/4/2,38.139,47.907
2009/4/1,38.569,48.536
2009/3/31,38.14,48.091
2009/3/30,39.578,48.984
2009/3/27,38.642,48.093
2009/3/26,38.104,47.904
2009/3/25,38.425,48.727
2009/3/24,37.504,47.522
2009/3/23,37.319,47.664
2009/3/20,39.039,49.064
2009/3/19,37.124,47.696
2009/3/18,38.031,47.107
2009/3/17,38.298,48.956
2009/3/16,38.036,48.946
2009/3/13,38.721,48.777
2009/3/12,38.592,50.198
2009/3/11,39.498,51.169
2009/3/10,40.376,52.891
2009/3/9,42.285,55.629
2009/3/6,42.287,55.707
2009/3/5,40.96,53.4
2009/3/4,41.025,53.027
2009/3/3,41.658,54.19
2009/3/2,42.126,54.38
2009/2/27,40.691,54.018
2009/2/26,41.079,53.694
2009/2/25,41.469,53.953
2009/2/24,41.628,54.44
2009/2/23,41.385,54.676
2009/2/20,40.46,53.917
2009/2/19,39.972,53.511
2009/2/18,39.545,52.575
2009/2/17,39.559,52.545
2009/2/13,38.373,51.119
2009/2/12,38.859,51.497
2009/2/11,38.549,51.733
2009/2/10,38.514,51.667
2009/2/9,37.377,50.534
2009/2/6,36.898,49.7
2009/2/5,38.016,50.365
2009/2/4,38.434,51.655
2009/2/3,38.925,51.787
2009/2/2,39.934,53.826
2009/1/30,38.76,53.984
2009/1/29,38.147,53.026
2009/1/28,36.304,50.578
2009/1/27,38.069,51.78
2009/1/26,38.8,52.76
2009/1/23,39.834,52.178
2009/1/22,39.722,53.782
2009/1/21,39.071,58.104
2009/1/20,42.281,58.9
2009/1/16,41.312,57.301
2009/1/15,43.046,59.876
2009/1/14,42.067,60.184
2009/1/13,40.269,58.503
2009/1/12,39.58,57.08
2009/1/9,39.522,55.862
2009/1/8,39.633,55.534
2009/1/7,39.315,55.44
2009/1/6,37.453,54.564
2009/1/5,38.881,54.456
2009/1/2,38.851,55.114
2008/12/31,40.159,57.143
2008/12/30,41.533,58.614
2008/12/29,43.862,59.024
2008/12/26,43.749,59.161
2008/12/24,43.81,59.845
2008/12/23,43.824,59.825
2008/12/22,43.884,61.549
2008/12/19,43.828,60.642
2008/12/18,45.954,62.755
2008/12/17,46.858,64.83
2008/12/16,47.857,64.738
2008/12/15,49.51,67.086
2008/12/12,49.249,66.029
2008/12/11,48.961,65.39
2008/12/10,50.212,66.868
2008/12/9,50.974,66.261
2008/12/8,51.386,67.131
2008/12/5,53.234,70.222
2008/12/4,53.852,72.601
2008/12/3,53.732,70.889
2008/12/2,53.873,72.174
2008/12/1,52.603,74.132
2008/11/28,50.707,77.267
2008/11/26,52.78,79.586
2008/11/25,54.131,81.703
2008/11/24,53.981,74.084
2008/11/21,61.956,78.149
2008/11/20,58.345,76.515
2008/11/19,54.183,71.804
2008/11/18,51.529,70.263
2008/11/17,50.181,69.009
2008/11/14,48.681,67.995
2008/11/13,48.385,67.473
2008/11/12,48.035,66.443
2008/11/11,47.106,63.507
2008/11/10,44.414,62.194
2008/11/7,44.607,60.905
2008/11/6,44.87,61.241
2008/11/5,41.298,58.264
2008/11/4,40.865,58.13
2008/11/3,41.929,60.405
2008/10/31,42.882,61.301
2008/10/30,43.453,59.737
2008/10/29,41.984,59.678
2008/10/28,45.107,63.654
2008/10/27,43.767,62.894
2008/10/24,45.306,64.254
2008/10/23,43.641,62.299
2008/10/22,40.176,61.294
2008/10/21,37.624,63.289
2008/10/20,39.084,63.658
2008/10/17,39.738,65.095
2008/10/16,43.217,67.718
2008/10/15,41.169,68.269
2008/10/14,38.017,64.278
2008/10/13,39.563,63.998
2008/10/10,47.366,75.752
2008/10/9,40.645,68.547
2008/10/8,43.46,69.894
2008/10/7,40.994,67.669
2008/10/6,40.289,70.477
2008/10/3,33.829,63.112
2008/10/2,35.43,62.732
2008/10/1,33.516,59.087
2008/9/30,31.053,57.967
2008/9/29,31.024,63.28
2008/9/26,27.672,52.409
2008/9/25,27.498,49.915
2008/9/24,28.472,50.771
2008/9/23,28.831,51.286
2008/9/22,27.978,49.442
2008/9/19,27.393,48.902
2008/9/18,30.371,51.747
2008/9/17,29.617,51.621
2008/9/16,27.951,49.039
2008/9/15,27.82,48.04
2008/9/12,27.891,47.541
2008/9/11,27.674,47.182
2008/9/10,27.451,47.454
2008/9/9,28.005,47.844
2008/9/8,27.53,47.625
2008/9/5,27.692,47.233
2008/9/4,28.263,47.184
2008/9/3,26.895,46.492
2008/9/2,26.594,46.331
2008/8/29,25.972,45.278
2008/8/28,25.039,44.366
2008/8/27,25.71,44.586
2008/8/26,26.193,44.577
2008/8/25,26.003,44.976
2008/8/22,25.417,44.04
2008/8/21,25.891,44.617
2008/8/20,26.125,44.836
2008/8/19,26.075,45.305
2008/8/18,25.829,45.02
2008/8/15,25.829,44.965
2008/8/14,25.861,45.477
2008/8/13,26.169,45.379
2008/8/12,26,45.143
2008/8/11,25.795,45.143
2008/8/8,25.536,44.839
2008/8/7,25.699,45.527
2008/8/6,25.58,45.515
2008/8/5,25.842,45.729
2008/8/4,26.01,46.384
2008/8/1,26.242,46.213
2008/7/31,26.045,46.334
2008/7/30,25.944,46.098
2008/7/29,26.183,46.242
2008/7/28,26.669,47.219
2008/7/25,26.203,45.715
2008/7/24,25.872,46.972
2008/7/23,25.147,44.925
2008/7/22,25.171,45.297
2008/7/21,25.581,45.935
2008/7/18,25.797,47.977
2008/7/17,27.457,47.431
2008/7/16,27.491,47.78
2008/7/15,28.329,48.414
2008/7/14,28.571,48.561
2008/7/11,28.271,48.404
2008/7/10,28.475,48.201
2008/7/9,28.424,47.772
2008/7/8,27.242,46.42
2008/7/7,27.581,46.878
2008/7/3,27.698,47.055
2008/7/2,27.781,46.79
2008/7/1,27.084,46.05
2008/6/30,27.426,46.567
2008/6/27,27.732,47.047
2008/6/26,27.344,47.089
2008/6/25,26.527,45.289
2008/6/24,27.021,46.472
2008/6/23,26.929,46.442
2008/6/20,27.277,46.924
2008/6/19,26.616,46.135
2008/6/18,26.875,46.548
2008/6/17,26.593,46.298
2008/6/16,26.591,46.6
2008/6/13,26.894,47.408
2008/6/12,27.687,48.398
2008/6/11,27.703,47.429
2008/6/10,26.926,46.585
2008/6/9,27.25,47.34
2008/6/6,27.098,47.512
2008/6/5,26.205,45.82
2008/6/4,26.379,46.503
2008/6/3,26.373,46.596
2008/6/2,26.08,46.008
2008/5/30,25.574,45.453
2008/5/29,25.666,45.957
2008/5/28,25.779,46.655
2008/5/27,25.982,46.536
2008/5/23,26.112,46.632
2008/5/22,26.017,46.604
2008/5/21,25.873,47.934
2008/5/20,25.27,45.69
2008/5/19,24.563,45.269
2008/5/16,24.319,44.608
2008/5/15,24.033,44.054
2008/5/14,23.884,43.87
2008/5/13,24.616,43.915
2008/5/12,24.897,43.926
2008/5/9,25.246,44.321
2008/5/8,24.985,44.191
2008/5/7,25.076,44.191
2008/5/6,24.897,43.566
2008/5/5,24.473,43.814
2008/5/2,24.548,43.697
2008/5/1,24.25,43.605
2008/4/30,24.478,44.032
2008/4/29,24.925,45.138
2008/4/28,25.134,44.675
2008/4/25,25.119,44.962
2008/4/24,25.178,45.725
2008/4/23,25.467,47.624
2008/4/22,25.475,48.17
2008/4/21,25.248,47.55
2008/4/18,25.071,45.491
2008/4/17,25.749,45.917
2008/4/16,27.23,46.327
2008/4/15,28.249,46.799
2008/4/14,27.586,47.274
2008/4/11,27.64,46.973
2008/4/10,26.909,46.472
2008/4/9,27.498,46.819
2008/4/8,27.68,47.037
2008/4/7,27.753,47.038
2008/4/4,28.622,46.913
2008/4/3,28.772,46.955
2008/4/2,29.293,47.509
2008/4/1,28.864,47.052
2008/3/31,29.94,48.1
2008/3/28,30.147,47.835
2008/3/27,30.078,48.025
2008/3/26,29.69,47.308
2008/3/25,29.241,47.077
2008/3/24,29,47.35
2008/3/20,29.544,47.252
2008/3/19,29.974,47.989
2008/3/18,29.182,46.975
2008/3/17,30.599,48.717
2008/3/14,30.971,49.054
2008/3/13,29.596,47.496
2008/3/12,29.105,47.635
2008/3/11,29.015,47.558
2008/3/10,30.293,49.439
2008/3/7,29.755,48.399
2008/3/6,29.672,48.467
2008/3/5,28.946,48.464
2008/3/4,29.254,48.781
2008/3/3,28.946,49.227
2008/2/29,28.373,48.122
2008/2/28,27.138,46.481
2008/2/27,26.762,46.386
2008/2/26,27.522,47.025
2008/2/25,28.55,47.777
2008/2/22,29.154,48.47
2008/2/21,29.298,48.205
2008/2/20,28.926,48.206
2008/2/19,29.834,49.295
2008/2/15,30.387,50.018
2008/2/14,30.531,49.404
2008/2/13,30.172,49.309
2008/2/12,30.843,50.184
2008/2/11,31.256,49.708
2008/2/8,31.726,49.676
2008/2/7,31.859,49.87
2008/2/6,31.329,49.481
2008/2/5,30.999,47.973
2008/2/4,29.744,47.197
2008/2/1,28.914,46.326
2008/1/31,29.283,46.852
2008/1/30,29.386,46.917
2008/1/29,29.813,47.295
2008/1/28,30.602,50.176
2008/1/25,31.046,52.223
2008/1/24,30.59,52.405
2008/1/23,30.605,54.23
2008/1/22,30.601,53.608
2008/1/18,29.845,52.655
2008/1/17,31.241,53.588
2008/1/16,30.333,52.938
2008/1/15,29.88,51.443
2008/1/14,29.148,51.308
2008/1/11,29.845,52.638
2008/1/10,29.479,51.267
2008/1/9,30.055,51.358
2008/1/8,29.293,52.252
2008/1/7,28.874,51.133
2008/1/4,29.069,52.135
2008/1/3,27.383,49.454
2008/1/2,27.464,48.78
2007/12/31,26.633,47.273
2007/12/28,26.435,47.047
2007/12/27,26.596,47.233
2007/12/26,26.309,46.838
2007/12/24,26.391,46.567
2007/12/21,26.646,46.444
2007/12/20,27.308,47.66
2007/12/19,27.5,48.099
2007/12/18,28.049,49.213
2007/12/17,28.239,49.651
2007/12/14,27.771,48.438
2007/12/13,27.557,49.493
2007/12/12,27.252,49.887
2007/12/11,27.493,49.709
2007/12/10,27.459,49.617
2007/12/7,27.716,50.011
2007/12/6,27.766,50.381
2007/12/5,28.256,51.06
2007/12/4,28.464,52.367
2007/12/3,28.843,52.803
2007/11/30,27.784,52.088
2007/11/29,27.695,49.996
2007/11/28,28.083,50.262
2007/11/27,29.254,52.692
2007/11/26,29.452,53.615
2007/11/23,29.308,53.377
2007/11/21,29.633,53.439
2007/11/20,29.569,52.918
2007/11/19,29.907,54.284
2007/11/16,29.521,53.736
2007/11/15,29.849,54.992
2007/11/14,29.579,54.028
2007/11/13,29.331,51.181
2007/11/12,30.447,51.887
2007/11/9,30.593,51.624
2007/11/8,29.177,50.319
2007/11/7,26.898,46.916
2007/11/6,26.531,45.616
2007/11/5,26.961,46.639
2007/11/2,26.222,46.102
2007/11/1,26.087,45.956
2007/10/31,25.279,44.413
2007/10/30,25.613,46.078
2007/10/29,25.339,45.443
2007/10/26,25.312,45.331
2007/10/25,26.12,45.43
2007/10/24,25.676,44.7
2007/10/23,24.549,43.696
2007/10/22,24.221,44.614
2007/10/19,24.362,45.362
2007/10/18,24.007,43.785
2007/10/17,23.752,44.612
2007/10/16,24.035,44.372
2007/10/15,24.534,46.168
2007/10/12,24.07,45.027
2007/10/11,24.178,44.845
2007/10/10,23.723,42.874
2007/10/9,23.342,41.794
2007/10/8,23.196,41.414
2007/10/5,23.322,39.947
2007/10/4,23.262,40.641
2007/10/3,23.338,40.573
2007/10/2,22.661,39.759
2007/10/1,22.525,39.575
2007/9/28,22.578,40.192
2007/9/27,22.583,40.531
2007/9/26,22.917,41
2007/9/25,23.205,41.572
2007/9/24,23.335,41.448
2007/9/21,23.405,41.3
2007/9/20,23.794,41.759
2007/9/19,23.927,42.283
2007/9/18,24.018,43.035
2007/9/17,24.812,43.825
2007/9/14,24.791,43.885
2007/9/13,24.968,44.308
2007/9/12,24.991,44.964
2007/9/11,24.621,45.408
2007/9/10,25.001,45.219
2007/9/7,24.613,45.205
2007/9/6,24.201,44.117
2007/9/5,24.24,44.023
2007/9/4,23.814,41.474
2007/8/31,24.06,41.486
2007/8/30,24.405,42.313
2007/8/29,24.519,41.737
2007/8/28,25.112,43.326
2007/8/27,24.446,42.024
2007/8/24,24.632,42.451
2007/8/23,24.951,43.306
2007/8/22,25.299,43.59
2007/8/21,28.076,43.867
2007/8/20,27.762,44.689
2007/8/17,28.38,44.917
2007/8/16,29.515,45.666
2007/8/15,27.141,44.285
2007/8/14,26.927,43.507
2007/8/13,26.323,42.405
2007/8/10,27.023,43.769
2007/8/9,26.833,45.199
2007/8/8,25.48,41.333
2007/8/7,25.771,41.955
2007/8/6,26.795,42.888
2007/8/3,26.737,43.85
2007/8/2,26.294,43.658
2007/8/1,26.489,44.086
2007/7/31,25.239,43.937
2007/7/30,24.394,41.711
2007/7/27,23.894,41.52
2007/7/26,23.523,38.712
2007/7/25,21.913,40.822
2007/7/24,21.878,41.382
2007/7/23,21.374,41.742
2007/7/20,21.268,41.757
2007/7/19,20.945,41.021
2007/7/18,21.877,40.56
2007/7/17,21.466,40.033
2007/7/16,21.491,38.559
2007/7/13,21.254,38.803
2007/7/12,21.441,38.331
2007/7/11,21.425,37.885
2007/7/10,21.499,38.984
2007/7/9,20.567,38.444
2007/7/6,20.291,36.725
2007/7/5,20.224,36.268
2007/7/3,20.125,36.966
2007/7/2,20.327,37.631
2007/6/29,20.495,37.787
2007/6/28,20.06,37.584
2007/6/27,20.041,38.133
2007/6/26,20.197,38.544
2007/6/25,19.999,38.114
2007/6/22,19.771,37.466
2007/6/21,19.325,37.188
2007/6/20,19.239,36.896
2007/6/19,18.883,37.223
2007/6/18,18.752,37.052
2007/6/15,18.631,36.088
2007/6/14,18.986,36.715
2007/6/13,19.252,36.868
2007/6/12,19.516,36.884
2007/6/11,19.582,36.08
2007/6/8,19.763,37.803
2007/6/7,20.041,39.052
2007/6/6,19.772,36.921
2007/6/5,18.897,36.249
2007/6/4,18.793,35.579
2007/6/1,18.638,35.094
2007/5/31,18.595,34.904
2007/5/30,18.544,33.771
2007/5/29,18.657,33.525
2007/5/25,18.598,33.405
2007/5/24,18.805,33.758
2007/5/23,18.729,33.84
2007/5/22,18.68,33.581
2007/5/21,18.809,33.397
2007/5/18,18.589,34.115
2007/5/17,18.544,33.574
2007/5/16,18.448,33.904
2007/5/15,18.601,33.765
2007/5/14,18.424,34.1
2007/5/11,18.039,33.899
2007/5/10,18.14,34.474
2007/5/9,17.972,32.959
2007/5/8,17.982,32.99
2007/5/7,17.753,32.452
2007/5/4,17.81,32.372
2007/5/3,17.702,32.555
2007/5/2,17.716,32.557
2007/5/1,17.405,32.808
2007/4/30,17.396,32.464
2007/4/27,17.283,32.638
2007/4/26,17.183,33.014
2007/4/25,16.897,34.545
2007/4/24,16.776,34.439
2007/4/23,16.808,34.246
2007/4/20,17.345,34.206
2007/4/19,17.301,34.043
2007/4/18,17.232,33.936
2007/4/17,18.029,34.053
2007/4/16,17.906,33.766
2007/4/13,18.016,33.991
2007/4/12,17.921,33.905
2007/4/11,17.976,34.279
2007/4/10,17.685,34.091
2007/4/9,18.042,34.232
2007/4/5,17.925,34.224
2007/4/4,18.059,34.553
2007/4/3,18.033,34.792
2007/4/2,18.359,34.908
2007/3/30,18.518,35.068
2007/3/29,18.316,35.035
2007/3/28,18.436,34.835
2007/3/27,18.286,34.955
2007/3/26,18.217,34.456
2007/3/23,18.2,34.682
2007/3/22,18.103,34.533
2007/3/21,18.002,34.401
2007/3/20,18.691,34.866
2007/3/19,18.917,35.09
2007/3/16,19.213,35.57
2007/3/15,19.108,35.616
2007/3/14,18.902,35.857
2007/3/13,18.78,35.676
2007/3/12,18.456,35.196
2007/3/9,18.613,34.715
2007/3/8,18.901,35.568
2007/3/7,18.769,36.017
2007/3/6,18.778,36.197
2007/3/5,19.307,36.41
2007/3/2,19.164,35.926
2007/3/1,18.737,35.865
2007/2/28,18.093,35.971
2007/2/27,18.365,35.985
2007/2/26,17.165,34.792
2007/2/23,16.935,35.105
2007/2/22,16.94,35.052
2007/2/21,16.866,35.176
2007/2/20,16.931,34.65
2007/2/16,17.007,35.114
2007/2/15,17.035,35.209
2007/2/14,17.254,35.436
2007/2/13,17.35,36.259
2007/2/12,17.409,36.3
2007/2/9,17.112,36.483
2007/2/8,16.999,36.111
2007/2/7,16.908,36.8
2007/2/6,16.913,36.858
2007/2/5,17.023,37.007
2007/2/2,17.001,36.712
2007/2/1,16.948,36.794
2007/1/31,16.893,37.584
2007/1/30,16.986,37.926
2007/1/29,17.105,37.874
2007/1/26,17.027,37.288
2007/1/25,16.823,37.907
2007/1/24,16.677,37.084
2007/1/23,16.804,37.171
2007/1/22,17.114,37.096
2007/1/19,17.183,37.136
2007/1/18,18.272,37.213
2007/1/17,17.877,38.305
2007/1/16,18.075,39.001
2007/1/12,17.829,38.267
2007/1/11,18.168,38.132
2007/1/10,18.217,39.662
2007/1/9,18.038,38.464
2007/1/8,18.18,39.872
2007/1/5,18.161,40.283
2007/1/4,18.036,40.529
2007/1/3,17.96,39.877
2006/12/29,17.817,39.092
2006/12/28,17.782,40.068
2006/12/27,17.663,39.384
2006/12/26,17.827,38.964
2006/12/22,17.776,39.136
2006/12/21,17.69,38.924
2006/12/20,17.421,38.645
2006/12/19,17.322,38.441
2006/12/18,17.535,38.413
2006/12/15,17.547,38.477
2006/12/14,17.33,38.203
2006/12/13,17.834,38.307
2006/12/12,17.751,38.223
2006/12/11,17.383,37.774
2006/12/8,17.565,37.707
2006/12/7,17.34,37.837
2006/12/6,17.035,36.875
2006/12/5,17.012,36.722
2006/12/4,17.197,36.417
2006/12/1,17.293,36.627
2006/11/30,17.216,36.308
2006/11/29,17.225,36.47
2006/11/28,17.083,36.909
2006/11/27,16.923,37.599
2006/11/24,16.502,36.245
2006/11/22,16.383,35.942
2006/11/21,16.309,36.275
2006/11/20,16.322,36.401
2006/11/17,16.262,36.355
2006/11/16,16.404,36.595
2006/11/15,16.384,36.459
2006/11/14,16.316,36.137
2006/11/13,16.382,36.092
2006/11/10,16.286,36.417
2006/11/9,16.295,36.115
2006/11/8,16.266,35.756
2006/11/7,16.081,36.367
2006/11/6,16.147,36.592
2006/11/3,16.363,36.585
2006/11/2,16.361,37.262
2006/11/1,16.35,37.332
2006/10/31,16.352,37.242
2006/10/30,16.508,37.263
2006/10/27,16.347,36.597
2006/10/26,16.458,36.087
2006/10/25,16.478,36.312
2006/10/24,16.42,36.241
2006/10/23,16.271,36.29
2006/10/20,16.173,36.34
2006/10/19,16.268,36.609
2006/10/18,16.259,37.112
2006/10/17,16.12,38.258
2006/10/16,17.143,38.692
2006/10/13,17.17,38.795
2006/10/12,16.955,38.538
2006/10/11,17.312,39.12
2006/10/10,17.207,39.258
2006/10/9,17.123,39.481
2006/10/6,17.21,38.985
2006/10/5,17.386,39.179
2006/10/4,17.515,39.515
2006/10/3,17.505,39.562
2006/10/2,17.614,39.123
2006/9/29,17.515,38.83
2006/9/28,17.697,38.983
2006/9/27,17.707,38.935
2006/9/26,17.768,38.758
2006/9/25,17.72,39.57
2006/9/22,17.948,39.783
2006/9/21,17.589,39.311
2006/9/20,17.166,38.421
2006/9/19,17.289,38.377
2006/9/18,17.158,38.304
2006/9/15,17.196,38.572
2006/9/14,17.453,39.221
2006/9/13,17.628,39.379
2006/9/12,17.379,39.869
2006/9/11,17.796,40.951
2006/9/8,17.654,40.582
2006/9/7,17.754,40.649
2006/9/6,17.777,39.651
2006/9/5,17.61,39.295
2006/9/1,17.444,38.641
2006/8/31,17.596,38.88
2006/8/30,17.579,38.988
2006/8/29,17.448,39.306
2006/8/28,17.679,39.264
2006/8/25,17.6,38.657
2006/8/24,17.802,38.786
2006/8/23,17.867,38.775
2006/8/22,17.928,38.748
2006/8/21,17.983,39.547
2006/8/18,17.739,39.443
2006/8/17,18.187,39.899
2006/8/16,18.04,39.705
2006/8/15,18.687,39.754
2006/8/14,18.752,40.398
2006/8/11,19.009,40.502
2006/8/10,19.081,40.315
2006/8/9,19.144,40.672
2006/8/8,19.336,40.679
2006/8/7,19.355,41.095
2006/8/4,19.15,41.23
2006/8/3,19.024,40.246
2006/8/2,18.754,40.424
2006/8/1,18.901,40.54
2006/7/31,18.579,40.586
2006/7/28,18.631,40.638
2006/7/27,18.876,40.307
2006/7/26,18.828,39.083
2006/7/25,19.004,40.305
2006/7/24,19.228,40.797
2006/7/21,20.051,40.45
2006/7/20,19.699,40.546
2006/7/19,19.623,42.422
2006/7/18,20.804,41.523
2006/7/17,21.354,43.338
2006/7/14,21.153,44.102
2006/7/13,20.86,42.223
2006/7/12,20.035,41.644
2006/7/11,19.734,40.793
2006/7/10,19.694,42.61
2006/7/7,19.696,42.188
2006/7/6,19.075,41.636
2006/7/5,19.052,41.037
2006/7/3,18.928,40.683
2006/6/30,19.09,40.803
2006/6/29,19.208,40.535
2006/6/28,19.58,41.908
2006/6/27,19.531,40.947
2006/6/26,19.479,40.389
2006/6/23,19.419,40.719
2006/6/22,19.5,40.466
2006/6/21,19.476,40.219
2006/6/20,19.499,40.596
2006/6/19,19.684,40.95
2006/6/16,19.853,41.446
2006/6/15,19.843,41.116
2006/6/14,20.244,42.954
2006/6/13,20.358,42.294
2006/6/12,20.212,42.753
2006/6/9,20.019,41.582
2006/6/8,20.151,41.226
2006/6/7,19.318,42.035
2006/6/6,19.414,41.826
2006/6/5,19.129,41.316
2006/6/2,19.029,40.284
2006/6/1,18.677,40.347
2006/5/31,18.926,41.692
2006/5/30,18.831,40.863
